State,State_abbr,County,FIPS,Population,Sum of LALOWI1_10,Average of MedianFamilyIncome,Sum of TractWhite,FD%,%White,%Minority
Indiana,IN,Tippecanoe,18157,172780,14571.70611,57113.43243,145190,0.084336764,0.840317166,0.159682834
Indiana,IN,Tipton,18159,15936,745.3063987,64630,15551,0.046768725,0.975840863,0.024159137
Indiana,IN,Union,18161,7516,0,58953,7331,0,0.975385844,0.024614156
Indiana,IN,Vanderburgh,18163,179703,9972.739279,50855.08163,154882,0.055495675,0.861877654,0.138122346
Indiana,IN,Vermillion,18165,16212,391.4584347,53350.2,15932,0.024146215,0.982728843,0.017271157
Indiana,IN,Vigo,18167,107848,11148.09366,49112.42857,95207,0.103368571,0.88278874,0.11721126
Indiana,IN,Wabash,18169,32888,1890.727898,52977.875,31764,0.057489902,0.965823401,0.034176599
Indiana,IN,Warren,18171,8508,144.4268013,67916.5,8363,0.016975412,0.982957217,0.017042783
Indiana,IN,Warrick,18173,59689,3208.621402,71901,56700,0.053755657,0.949923772,0.050076228
Indiana,IN,Washington,18175,28262,786.8853635,49967.83333,27714,0.027842522,0.980610006,0.019389994
Indiana,IN,Wayne,18177,68917,5992.164859,49123.76471,62140,0.086947558,0.901664321,0.098335679
Indiana,IN,Wells,18179,27636,1668.880288,59380.42857,26902,0.06038791,0.97344044,0.02655956
Indiana,IN,White,18181,24643,556.0295798,59963.5,23132,0.022563388,0.938684413,0.061315587
Indiana,IN,Whitley,18183,33292,295.5422043,62811.57143,32479,0.008877274,0.975579719,0.024420281
Iowa,IA,Adair,19001,7682,98.99755574,59999.33333,7558,0.012886951,0.98385837,0.01614163
Iowa,IA,Adams,19003,4029,51.9661611,58513.5,3953,0.01289803,0.981136759,0.018863241
Iowa,IA,Allamakee,19005,14330,450.1993711,58685.2,13750,0.031416565,0.959525471,0.040474529
Iowa,IA,Appanoose,19007,12887,815.623694,54153.4,12586,0.063290424,0.976643129,0.023356871
Iowa,IA,Audubon,19009,6119,161.951632,62455,6032,0.02646701,0.985781991,0.014218009
Iowa,IA,Benton,19011,26076,953.9636666,71567.71429,25569,0.036583972,0.980556834,0.019443166
Iowa,IA,Black Hawk,19013,131090,16308.75233,57425.02632,112215,0.124408821,0.856014952,0.143985048
Iowa,IA,Boone,19015,26306,1197.791149,67642,25509,0.045533002,0.969702729,0.030297271
Iowa,IA,Bremer,19017,24276,398.3273113,76007,23601,0.016408276,0.97219476,0.02780524
Iowa,IA,Buchanan,19019,20958,895.3647667,69403,20505,0.042721861,0.978385342,0.021614658
Iowa,IA,Buena Vista,19021,20260,996.763611,59980,16341,0.049198599,0.806564659,0.193435341
Iowa,IA,Butler,19023,14867,1969.833842,62032.6,14636,0.132497063,0.984462232,0.015537768
Iowa,IA,Calhoun,19025,9670,75.74008934,58738,9526,0.007832481,0.985108583,0.014891417
Iowa,IA,Carroll,19027,20816,337.6991273,64905.16667,20250,0.016223056,0.972809377,0.027190623
Iowa,IA,Cass,19029,13956,1314.23725,50934.8,13636,0.094170052,0.977070794,0.022929206
Iowa,IA,Cedar,19031,18499,989.2873214,68910.2,18090,0.053477881,0.977890697,0.022109303
Iowa,IA,Cerro Gordo,19033,44151,2512.147323,63406.45455,41964,0.05689899,0.950465448,0.049534552
Iowa,IA,Cherokee,19035,12072,390.1579269,65617.75,11667,0.032319245,0.966451292,0.033548708
Iowa,IA,Chickasaw,19037,12439,722.4187188,58818,12119,0.058076913,0.974274459,0.025725541
Iowa,IA,Clarke,19039,9286,262.1009715,60099.66667,8758,0.02822539,0.943140211,0.056859789
Iowa,IA,Clay,19041,16667,754.8207133,65090.75,16077,0.045288337,0.964600708,0.035399292
Iowa,IA,Clayton,19043,18129,41.97345147,59081.16667,17731,0.002315266,0.978046224,0.021953776
Iowa,IA,Clinton,19045,49116,3707.271017,62792.5,46152,0.075479905,0.939653066,0.060346934
Iowa,IA,Crawford,19047,17096,2114.176054,59571,14168,0.123664954,0.828731867,0.171268133
Iowa,IA,Dallas,19049,66135,1668.534499,92137.26667,60971,0.025229221,0.92191729,0.07808271
Iowa,IA,Davis,19051,8753,536.8910805,52658.5,8614,0.06133795,0.98411973,0.01588027
Iowa,IA,Decatur,19053,8457,347.4736281,50709,8068,0.041087103,0.954002601,0.045997399
Iowa,IA,Delaware,19055,17764,611.7488446,68272,17507,0.034437562,0.985532538,0.014467462
Iowa,IA,Des Moines,19057,40325,3838.827901,53998.09091,36704,0.09519722,0.910204588,0.089795412
Iowa,IA,Dickinson,19059,16667,108.8433199,70910.6,16386,0.006530469,0.983140337,0.016859663
Iowa,IA,Dubuque,19061,93653,5817.797044,64748,88092,0.062120776,0.940621229,0.059378771
Iowa,IA,Emmet,19063,10302,1067.494813,65055.75,9591,0.103620153,0.930984275,0.069015725
Iowa,IA,Fayette,19065,20880,568.5869308,59014.42857,20253,0.027231175,0.969971264,0.030028736
Iowa,IA,Floyd,19067,16303,1112.091015,56402.2,15620,0.068213888,0.95810587,0.04189413
Iowa,IA,Franklin,19069,10680,682.3441502,57880.66667,10001,0.063889902,0.936423221,0.063576779
Iowa,IA,Fremont,19071,7441,1654.525778,65082.33333,7212,0.222352611,0.969224567,0.030775433
Iowa,IA,Greene,19073,9336,583.1856789,56688.5,9108,0.062466332,0.975578406,0.024421594
Iowa,IA,Grundy,19075,12453,306.5160235,69301.25,12269,0.02461383,0.985224444,0.014775556
Iowa,IA,Guthrie,19077,10954,423.31756,60996,10687,0.038645021,0.975625342,0.024374658
Iowa,IA,Hamilton,19079,15673,613.1328172,58526.8,14703,0.039120323,0.938110126,0.061889874
Iowa,IA,Hancock,19081,11341,512.5513185,62495.25,10957,0.045194544,0.966140552,0.033859448
Iowa,IA,Hardin,19083,17534,1024.62463,67464.16667,16799,0.058436445,0.958081442,0.041918558
Iowa,IA,Harrison,19085,14928,864.0228258,65987.4,14658,0.057879343,0.981913183,0.018086817
Iowa,IA,Henry,19087,20145,2364.250847,59446,18557,0.11736167,0.921171507,0.078828493
Iowa,IA,Howard,19089,9566,1228.643495,59149.66667,9380,0.128438584,0.980556136,0.019443864
Iowa,IA,Humboldt,19091,9815,622.3806752,59733,9418,0.063411174,0.959551707,0.040448293
Iowa,IA,Ida,19093,7089,25.17594214,57931.66667,6957,0.00355141,0.981379602,0.018620398
Iowa,IA,Iowa,19095,16355,537.1538699,70685,16002,0.032843404,0.978416386,0.021583614
Iowa,IA,Jackson,19097,19848,1269.065153,57804.33333,19339,0.063939196,0.974355099,0.025644901
Iowa,IA,Jasper,19099,36842,1614.437007,64763.88889,35639,0.043820558,0.96734705,0.03265295
Iowa,IA,Jefferson,19101,16843,1041.387392,60359.5,14759,0.061829092,0.876269073,0.123730927
Iowa,IA,Johnson,19103,130882,4099.980766,76017.375,112083,0.03132578,0.856366804,0.143633196
Iowa,IA,Jones,19105,20638,1030.216222,64354.6,19901,0.049918414,0.964289175,0.035710825
Iowa,IA,Keokuk,19107,10511,882.6221685,57448,10339,0.083971284,0.983636191,0.016363809
Iowa,IA,Kossuth,19109,15543,2342.001155,66398,15223,0.150678836,0.979411954,0.020588046
Iowa,IA,Lee,19111,35862,3416.05605,53607.36364,33537,0.095255592,0.935168145,0.064831855
Iowa,IA,Linn,19113,211226,12937.49608,72152.73333,191884,0.061249544,0.908429833,0.091570167
Iowa,IA,Louisa,19115,11387,36.55849906,59975,10272,0.003210547,0.902081321,0.097918679
Iowa,IA,Lucas,19117,8898,920.2643656,55389.75,8769,0.103423732,0.98550236,0.01449764
Iowa,IA,Lyon,19119,11581,372.1766001,65709,11340,0.032136828,0.979190053,0.020809947
Iowa,IA,Madison,19121,15679,579.784261,68079.33333,15376,0.036978395,0.980674788,0.019325212
Iowa,IA,Mahaska,19123,22381,1977.550533,61588.28571,21428,0.088358453,0.95741924,0.04258076
Iowa,IA,Marion,19125,33309,827.6469277,66320,32203,0.024847547,0.966795761,0.033204239
Iowa,IA,Marshall,19127,40648,2856.002973,59928.5,36071,0.070261833,0.887399134,0.112600866
Iowa,IA,Mills,19129,15059,606.3139338,78432.6,14639,0.040262563,0.972109702,0.027890298
Iowa,IA,Mitchell,19131,10776,867.9903814,61590.33333,10621,0.080548476,0.985616184,0.014383816
Iowa,IA,Monona,19133,9243,452.6609492,56489,8972,0.04897338,0.970680515,0.029319485
Iowa,IA,Monroe,19135,7970,297.5804982,59901.66667,7764,0.037337578,0.974153074,0.025846926
Iowa,IA,Montgomery,19137,10740,904.0584363,53844,10460,0.084176763,0.973929236,0.026070764
Iowa,IA,Muscatine,19139,42745,1108.287311,61769.3,38061,0.025927882,0.890419932,0.109580068
Iowa,IA,O'Brien,19141,14398,1475.416444,66322.75,13829,0.102473708,0.960480622,0.039519378
Iowa,IA,Osceola,19143,6462,471.8881552,63664.5,6149,0.073025094,0.951562984,0.048437016
Iowa,IA,Page,19145,15932,598.9099036,59251.16667,15039,0.037591633,0.943949284,0.056050716
Iowa,IA,Palo Alto,19147,9421,826.1357718,60217.25,9211,0.087690879,0.977709373,0.022290627
Iowa,IA,Plymouth,19149,24986,288.3888531,68237.66667,24086,0.011542018,0.963979829,0.036020171
Iowa,IA,Pocahontas,19151,7310,507.7109033,57292.33333,7126,0.069454296,0.974829001,0.025170999
Iowa,IA,Polk,19153,430640,19031.50734,70549.71429,364895,0.044193543,0.847331878,0.152668122
Iowa,IA,Pottawattamie,19155,93158,10393.13598,63230.4,86558,0.11156461,0.929152622,0.070847378
Iowa,IA,Poweshiek,19157,18914,1061.252047,65904.2,17957,0.056109339,0.949402559,0.050597441
Iowa,IA,Ringgold,19159,5131,175.4131015,51660,5004,0.034186923,0.97524849,0.02475151
Iowa,IA,Sac,19161,10350,1197.095372,62368.75,10125,0.115661389,0.97826087,0.02173913
Iowa,IA,Scott,19163,165224,6088.256084,67108.19149,142267,0.036848497,0.861055295,0.138944705
Iowa,IA,Shelby,19165,12167,823.1289445,62447.75,11909,0.06765258,0.978795102,0.021204898
Iowa,IA,Sioux,19167,33704,171.8876946,68617.57143,31441,0.00509992,0.932856634,0.067143366
Iowa,IA,Story,19169,89542,8804.038881,71689.25,79344,0.098323009,0.886109312,0.113890688
Iowa,IA,Tama,19171,17767,1498.160868,63661.66667,15373,0.084322669,0.865255811,0.134744189
Iowa,IA,Taylor,19173,6317,71.4278709,51889.33333,6068,0.011307246,0.960582555,0.039417445
Iowa,IA,Union,19175,12534,859.953427,58393.25,12144,0.068609656,0.968884634,0.031115366
Iowa,IA,Van Buren,19177,7570,1644.202512,55971.5,7439,0.217199803,0.982694848,0.017305152
Iowa,IA,Wapello,19179,35625,8662.89617,51010.90909,32802,0.243169015,0.920757895,0.079242105
Iowa,IA,Warren,19181,46225,2079.329211,74855.66667,44887,0.044982784,0.971054624,0.028945376
Iowa,IA,Washington,19183,21704,433.2136975,68873,20796,0.019960086,0.958164394,0.041835606
Iowa,IA,Wayne,19185,6403,1066.779133,58341.66667,6275,0.166606143,0.980009371,0.019990629
Iowa,IA,Webster,19187,38013,4023.679657,54108.66667,35095,0.105850095,0.923236787,0.076763213
Iowa,IA,Winnebago,19189,10866,715.340569,61899.33333,10441,0.065832926,0.960887171,0.039112829
Iowa,IA,Winneshiek,19191,21056,1069.05971,65397,20347,0.050772213,0.966327888,0.033672112
Iowa,IA,Woodbury,19193,102172,9808.131353,53287.61538,85387,0.095996274,0.835718201,0.164281799
Iowa,IA,Worth,19195,7598,195.3086971,60829.33333,7435,0.025705277,0.978546986,0.021453014
Iowa,IA,Wright,19197,13229,570.1446447,59256,12545,0.043098091,0.948295412,0.051704588
Kansas,KS,Allen,20001,13371,2859.243933,48860.2,12478,0.213839199,0.933213671,0.066786329
Kansas,KS,Anderson,20003,8102,453.4726665,57707.5,7843,0.05597046,0.968032585,0.031967415
Kansas,KS,Atchison,20005,16924,1438.158722,55892,15395,0.084977471,0.909654928,0.090345072
Kansas,KS,Barber,20007,4861,129.9914623,60290,4673,0.026741712,0.96132483,0.03867517
Kansas,KS,Barton,20009,27674,3405.651487,55914.25,24567,0.123063218,0.887728554,0.112271446
Kansas,KS,Bourbon,20011,15173,1467.902214,53415.2,14115,0.096744363,0.930270876,0.069729124
Kansas,KS,Brown,20013,9984,491.9734505,52627,8494,0.049276187,0.850761218,0.149238782
Kansas,KS,Butler,20015,65880,4090.389575,68912.07692,61576,0.062088488,0.934669095,0.065330905
Kansas,KS,Chase,20017,2790,970.6654609,58929,2661,0.347908767,0.953763441,0.046236559
Kansas,KS,Chautauqua,20019,3669,587.5756048,46597,3331,0.160145981,0.907876806,0.092123194
Kansas,KS,Cherokee,20021,21603,3632.331623,51965.66667,19513,0.168140148,0.903254178,0.096745822
Kansas,KS,Cheyenne,20023,2726,71.25762715,55352,2664,0.026139995,0.977256053,0.022743947
Kansas,KS,Clark,20025,2215,738.8832557,59179,2047,0.333581605,0.924153499,0.075846501
Kansas,KS,Clay,20027,8535,750.2955751,62473.5,8301,0.087908093,0.97258348,0.02741652
Kansas,KS,Cloud,20029,9533,1290.844429,50844.75,9189,0.135407996,0.963914822,0.036085178
Kansas,KS,Coffey,20031,8601,1007.692237,68649.33333,8298,0.117159893,0.964771538,0.035228462
Kansas,KS,Comanche,20033,1891,61.41534982,58173,1825,0.03247771,0.965097832,0.034902168
Kansas,KS,Cowley,20035,36311,6256.862809,52785.36364,31317,0.172313151,0.862465919,0.137534081
Kansas,KS,Crawford,20037,39134,5528.13166,53099.18182,35685,0.141261605,0.911866919,0.088133081
Kansas,KS,Decatur,20039,2961,312.8397028,49909,2883,0.105653395,0.973657548,0.026342452
Kansas,KS,Dickinson,20041,19754,899.1841479,60094.33333,18780,0.045519092,0.95069353,0.04930647
Kansas,KS,Doniphan,20043,7945,1276.770879,62922.33333,7396,0.16070118,0.930899937,0.069100063
Kansas,KS,Douglas,20045,110826,6608.958665,68947.95455,93667,0.059633648,0.845171711,0.154828289
Kansas,KS,Edwards,20047,3037,165.8441631,57018,2758,0.05460789,0.908133026,0.091866974
Kansas,KS,Elk,20049,2882,1213.380556,48200,2742,0.421020318,0.951422623,0.048577377
Kansas,KS,Ellis,20051,28452,1802.120101,64753.33333,26682,0.06333896,0.937789962,0.062210038
Kansas,KS,Ellsworth,20053,6497,643.9769094,59672,5991,0.099119118,0.922117901,0.077882099
Kansas,KS,Finney,20055,36776,4400.194914,61009.75,28304,0.119648546,0.769632369,0.230367631
Kansas,KS,Ford,20057,33848,3213.576308,57556.14286,25494,0.094941394,0.753190735,0.246809265
Kansas,KS,Franklin,20059,25992,4916.88907,58679.2,24362,0.189169324,0.937288396,0.062711604
Kansas,KS,Geary,20061,34362,5770.855825,51687.375,22738,0.167942955,0.661719341,0.338280659
Kansas,KS,Gove,20063,2695,385.5038521,55387,2646,0.143044101,0.981818182,0.018181818
Kansas,KS,Graham,20065,2597,168.8779101,59525.5,2385,0.065028075,0.918367347,0.081632653
Kansas,KS,Grant,20067,7829,348.5868583,60710,6368,0.044525081,0.813386128,0.186613872
Kansas,KS,Gray,20069,6006,823.5926826,65528.5,5610,0.137128319,0.934065934,0.065934066
Kansas,KS,Greeley,20071,1247,431.6212362,59250,1143,0.346127695,0.91659984,0.08340016
Kansas,KS,Greenwood,20073,6689,1285.168671,52218.66667,6394,0.19213166,0.955897743,0.044102257
Kansas,KS,Hamilton,20075,2690,1112.415684,51087,2134,0.413537429,0.79330855,0.20669145
Kansas,KS,Harper,20077,6034,515.7047641,57503.66667,5711,0.085466484,0.946470003,0.053529997
Kansas,KS,Harvey,20079,34684,1460.086483,63532.66667,31693,0.042096831,0.913764272,0.086235728
Kansas,KS,Haskell,20081,4256,1600.989099,66719,3641,0.376172251,0.85549812,0.14450188
Kansas,KS,Hodgeman,20083,1916,167.4324929,64464,1806,0.087386479,0.942588727,0.057411273
Kansas,KS,Jackson,20085,13462,777.6211053,64468,11743,0.057764159,0.872307235,0.127692765
Kansas,KS,Jefferson,20087,19126,32.89557658,69272.5,18419,0.00171994,0.963034613,0.036965387
Kansas,KS,Jewell,20089,3077,298.1580647,51747.5,2994,0.096898949,0.973025674,0.026974326
Kansas,KS,Johnson,20091,544179,14579.91448,92474.72308,468052,0.026792497,0.860106693,0.139893307
Kansas,KS,Kearny,20093,3977,1263.293357,62036,3472,0.317649826,0.873019864,0.126980136
Kansas,KS,Kingman,20095,7858,1068.342059,61203.66667,7611,0.135955976,0.968567065,0.031432935
Kansas,KS,Kiowa,20097,2553,937.6187666,59643,2441,0.367261562,0.956130043,0.043869957
Kansas,KS,Labette,20099,21607,1712.367652,50029.125,19024,0.079250597,0.880455408,0.119544592
Kansas,KS,Lane,20101,1750,76.84198468,64805,1666,0.043909706,0.952,0.048
Kansas,KS,Leavenworth,20103,76227,8766.824655,72511.4375,63879,0.115009441,0.838010154,0.161989846
Kansas,KS,Lincoln,20105,3241,387.7579309,57009,3158,0.119641447,0.97439062,0.02560938
Kansas,KS,Linn,20107,9656,420.4293575,55445,9307,0.043540737,0.963856669,0.036143331
Kansas,KS,Logan,20109,2756,231.7829315,64324,2647,0.084101209,0.960449927,0.039550073
Kansas,KS,Lyon,20111,33690,2827.879897,54317.5,28140,0.083938258,0.835262689,0.164737311
Kansas,KS,Marion,20115,12660,1109.019806,59735,12154,0.087600301,0.960031596,0.039968404
Kansas,KS,Marshall,20117,10117,592.1422916,60489.25,9849,0.058529435,0.973509934,0.026490066
Kansas,KS,McPherson,20113,29180,2287.472174,67954.85714,27763,0.078391781,0.951439342,0.048560658
Kansas,KS,Meade,20119,4575,838.8975445,57313.5,4242,0.183365583,0.927213115,0.072786885
Kansas,KS,Miami,20121,32787,548.8949932,76627.5,31225,0.016741239,0.952359167,0.047640833
Kansas,KS,Mitchell,20123,6373,601.4818995,59060,6244,0.094379711,0.979758356,0.020241644
Kansas,KS,Montgomery,20125,35471,3105.400259,48797.69231,29561,0.087547581,0.833385019,0.166614981
Kansas,KS,Morris,20127,5923,421.7568615,59023,5687,0.071206629,0.960155327,0.039844673
Kansas,KS,Morton,20129,3233,240.2715325,54567,2841,0.074318445,0.878750387,0.121249613
Kansas,KS,Nemaha,20131,10178,744.6997737,63247.66667,9902,0.073167594,0.972882688,0.027117312
Kansas,KS,Neosho,20133,16512,633.3300881,52886,15542,0.038355747,0.941254845,0.058745155
Kansas,KS,Ness,20135,3107,314.5974871,61858.5,2969,0.101254421,0.955584165,0.044415835
Kansas,KS,Norton,20137,5671,367.8713514,62472,5358,0.064868868,0.944806912,0.055193088
Kansas,KS,Osage,20139,16295,958.6231084,61482.4,15796,0.058829279,0.96937711,0.03062289
Kansas,KS,Osborne,20141,3858,361.6736754,51220,3765,0.093746417,0.975894246,0.024105754
Kansas,KS,Ottawa,20143,6091,437.4491286,68466,5889,0.071818934,0.966836316,0.033163684
Kansas,KS,Pawnee,20145,6973,854.8263947,60833.5,6322,0.122590907,0.906639897,0.093360103
Kansas,KS,Phillips,20147,5642,700.3315875,61290,5472,0.12412825,0.969868841,0.030131159
Kansas,KS,Pottawatomie,20149,21604,100.4111937,69555.5,20212,0.004647806,0.935567488,0.064432512
Kansas,KS,Pratt,20151,9656,781.4532762,61943.66667,9083,0.080929295,0.940658658,0.059341342
Kansas,KS,Rawlins,20153,2519,232.0100187,55855,2449,0.092104017,0.972211195,0.027788805
Kansas,KS,Reno,20155,64511,4456.04999,53207.35294,58469,0.069074266,0.906341554,0.093658446
Kansas,KS,Republic,20157,4980,438.2506445,55508,4879,0.088002137,0.979718876,0.020281124
Kansas,KS,Rice,20159,10083,718.1421936,61054,9213,0.071223068,0.913716156,0.086283844
Kansas,KS,Riley,20161,71115,17754.72661,60361.35714,59203,0.24966219,0.83249666,0.16750334
Kansas,KS,Rooks,20163,5181,244.1266358,56861,5049,0.047119598,0.974522293,0.025477707
Kansas,KS,Rush,20165,3307,210.0789335,58180.5,3213,0.063525532,0.971575446,0.028424554
Kansas,KS,Russell,20167,6970,862.9972782,55317.5,6712,0.123815965,0.962984218,0.037015782
Kansas,KS,Saline,20169,55606,3636.672534,58846.5,48695,0.065400722,0.875714851,0.124285149
Kansas,KS,Scott,20171,4936,377.3275956,50909,4447,0.076444002,0.900931929,0.099068071
Kansas,KS,Sedgwick,20173,498365,53550.89453,61674.71774,380482,0.107453161,0.763460516,0.236539484
Kansas,KS,Seward,20175,22952,620.3925878,54876.6,16171,0.027030001,0.704557337,0.295442663
Kansas,KS,Shawnee,20177,177934,12879.09062,59946.11628,144412,0.07238128,0.811604303,0.188395697
Kansas,KS,Sheridan,20179,2556,248.983174,59983.5,2475,0.097411257,0.968309859,0.031690141
Kansas,KS,Sherman,20181,6010,1886.044584,55950.5,5596,0.313817734,0.931114809,0.068885191
Kansas,KS,Smith,20183,3853,472.023397,52285.5,3733,0.122508019,0.968855437,0.031144563
Kansas,KS,Stafford,20185,4437,426.1719332,58140,4110,0.096049568,0.926301555,0.073698445
Kansas,KS,Stanton,20187,2235,93.059396,50703,1870,0.041637314,0.836689038,0.163310962
Kansas,KS,Stevens,20189,5724,341.4791088,60650,4985,0.059657426,0.870894479,0.129105521
Kansas,KS,Sumner,20191,24132,2526.210803,65206.83333,22705,0.104683027,0.940866899,0.059133101
Kansas,KS,Thomas,20193,7900,1260.978574,70601.5,7509,0.159617541,0.950506329,0.049493671
Kansas,KS,Trego,20195,3001,74.64246891,57017,2919,0.024872532,0.972675775,0.027324225
Kansas,KS,Wabaunsee,20197,7053,1022.341954,65748,6808,0.144951362,0.965263009,0.034736991
Kansas,KS,Wallace,20199,1485,458.7452795,72188,1395,0.30891938,0.939393939,0.060606061
Kansas,KS,Washington,20201,5799,970.3453205,55241.5,5632,0.167329767,0.971201931,0.028798069
Kansas,KS,Wichita,20203,2234,830.9052519,59621,1972,0.371936102,0.882721576,0.117278424
Kansas,KS,Wilson,20205,9409,795.1625367,48700,8995,0.084510845,0.955999575,0.044000425
Kansas,KS,Woodson,20207,3309,288.4528127,49096.5,3161,0.087172201,0.955273497,0.044726503
Kansas,KS,Wyandotte,20209,157505,21459.77637,40436.22857,86056,0.136248223,0.546369957,0.453630043
Kentucky,KY,Adair,21001,18656,780.1548964,45710.14286,17696,0.041817908,0.948542024,0.051457976
Kentucky,KY,Allen,21003,19956,555.6584024,50609,19362,0.027844177,0.970234516,0.029765484
Kentucky,KY,Anderson,21005,21421,273.660889,64805,20458,0.012775355,0.955044116,0.044955884
Kentucky,KY,Ballard,21007,8249,137.5330679,54701,7808,0.016672696,0.946538974,0.053461026
Kentucky,KY,Barren,21009,42173,2373.460834,49784.3,38997,0.056279156,0.924691153,0.075308847
Kentucky,KY,Bath,21011,11591,7.156753205,38502.33333,11175,0.000617441,0.964110085,0.035889915
Kentucky,KY,Bell,21013,28691,2863.908201,34093.88889,27415,0.099819044,0.955526123,0.044473877
Kentucky,KY,Boone,21015,118811,8979.458958,72875.5,109050,0.075577673,0.917844307,0.082155693
Kentucky,KY,Bourbon,21017,19985,1795.501952,55548.33333,17604,0.089842479,0.880860645,0.119139355
Kentucky,KY,Boyd,21019,49542,5524.012948,50359.30769,46901,0.111501614,0.946691696,0.053308304
Kentucky,KY,Boyle,21021,28432,1649.990615,51323.85714,25086,0.058032872,0.882315701,0.117684299
Kentucky,KY,Bracken,21023,8488,18.82399063,61765.33333,8300,0.002217718,0.977851084,0.022148916
Kentucky,KY,Breathitt,21025,13878,2139.749998,33055.28571,13637,0.154182879,0.982634385,0.017365615
Kentucky,KY,Breckinridge,21027,20059,806.5255839,50381.83333,19206,0.040207667,0.957475447,0.042524553
Kentucky,KY,Bullitt,21029,74319,8569.45284,61413.05556,71969,0.115306353,0.968379553,0.031620447
Kentucky,KY,Butler,21031,12690,544.2360171,43408.2,12303,0.042886999,0.969503546,0.030496454
Kentucky,KY,Caldwell,21033,12984,45.88634712,55821.33333,12044,0.003534069,0.927603204,0.072396796
Kentucky,KY,Calloway,21035,37191,1427.194227,51877.44444,34208,0.03837472,0.919792423,0.080207577
Kentucky,KY,Campbell,21037,90336,8537.205626,65365.52,85215,0.094505022,0.943311637,0.056688363
Kentucky,KY,Carlisle,21039,5104,35.00789818,48416,4961,0.006858914,0.971982759,0.028017241
Kentucky,KY,Carroll,21041,10811,0,46631.33333,9955,0,0.920821386,0.079178614
Kentucky,KY,Carter,21043,27720,881.5321765,46989.42857,27101,0.031801305,0.977669553,0.022330447
Kentucky,KY,Casey,21045,15955,407.8737363,39897,15505,0.025564007,0.971795675,0.028204325
Kentucky,KY,Christian,21047,73955,10404.57611,42300.10526,52896,0.140687933,0.715245758,0.284754242
Kentucky,KY,Clark,21049,35613,822.5203089,59631.7,32833,0.023096069,0.921938618,0.078061382
Kentucky,KY,Clay,21051,21730,1836.816465,30270.16667,20464,0.08452906,0.941739531,0.058260469
Kentucky,KY,Clinton,21053,10272,4.681431867,31794,9938,0.000455747,0.967484424,0.032515576
Kentucky,KY,Crittenden,21055,9315,614.4268935,47401.5,9105,0.065961019,0.977455717,0.022544283
Kentucky,KY,Cumberland,21057,6856,67.28354333,35356,6540,0.009813819,0.953908985,0.046091015
Kentucky,KY,Daviess,21059,96656,4695.138269,56632.56522,88134,0.048575756,0.91183165,0.08816835
Kentucky,KY,Edmonson,21061,12161,143.9391101,34188.75,11789,0.011836125,0.96941041,0.03058959
Kentucky,KY,Elliott,21063,7852,2.02434513,35730.5,7506,0.000257813,0.955934794,0.044065206
Kentucky,KY,Estill,21065,14672,24.69020016,37394.5,14457,0.001682811,0.985346238,0.014653762
Kentucky,KY,Fayette,21067,295803,22968.9672,66922.03659,223999,0.077649541,0.757257364,0.242742636
Kentucky,KY,Fleming,21069,14348,407.8665325,44003.25,13920,0.028426717,0.970170059,0.029829941
Kentucky,KY,Floyd,21071,39451,1248.994094,37702.4,38732,0.031659377,0.98177486,0.01822514
Kentucky,KY,Franklin,21073,49285,2311.82957,61536.63636,41614,0.046907367,0.844354266,0.155645734
Kentucky,KY,Fulton,21075,6813,3.034717744,40936.5,5004,0.00044543,0.734478203,0.265521797
Kentucky,KY,Gallatin,21077,8589,0,54522,8132,0,0.946792409,0.053207591
Kentucky,KY,Garrard,21079,16912,0.293906366,52167.25,16118,1.73786E-05,0.953051088,0.046948912
Kentucky,KY,Grant,21081,24662,782.871512,51535.75,23842,0.03174404,0.966750466,0.033249534
Kentucky,KY,Graves,21083,37121,2013.872918,51910.88889,33568,0.05425158,0.904285984,0.095714016
Kentucky,KY,Grayson,21085,25746,2276.109313,43542,25052,0.088406328,0.973044356,0.026955644
Kentucky,KY,Green,21087,11258,657.5868795,45317,10775,0.058410631,0.957097175,0.042902825
Kentucky,KY,Greenup,21089,36910,2835.762041,54082.11111,35928,0.076829099,0.973394744,0.026605256
Kentucky,KY,Hancock,21091,8565,765.2797748,54555.66667,8331,0.089349653,0.97267951,0.02732049
Kentucky,KY,Hardin,21093,105543,10956.62611,56118.04545,84971,0.103811964,0.805084184,0.194915816
Kentucky,KY,Harlan,21095,29278,1153.188431,37455.36364,28144,0.039387541,0.961267846,0.038732154
Kentucky,KY,Harrison,21097,18846,675.1171174,48537.4,18037,0.035822833,0.957073119,0.042926881
Kentucky,KY,Hart,21099,18199,570.6174072,44812.4,16906,0.031354328,0.92895214,0.07104786
Kentucky,KY,Henderson,21101,46250,443.4338765,48770.09091,41217,0.009587759,0.891178378,0.108821622
Kentucky,KY,Henry,21103,15416,81.54464463,54526.4,14452,0.005289611,0.937467566,0.062532434
Kentucky,KY,Hickman,21105,4902,0,48845,4332,0,0.88372093,0.11627907
Kentucky,KY,Hopkins,21107,46920,5380.580195,54060,42289,0.114675622,0.901300085,0.098699915
Kentucky,KY,Jackson,21109,13494,13.06103953,32473.66667,13348,0.000967915,0.989180376,0.010819624
Kentucky,KY,Jefferson,21111,741096,34653.11779,62479.54974,538714,0.046759283,0.726915271,0.273084729
